client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946904.mp3	Mezi funkční hodnoty patří například nalezení nebo sdílení informací o produktu či službě.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946905.mp3	Další věcí je zdůraznění významu vícejazyčného portálu e-justice.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946906.mp3	Hraje hlavně v televizních seriálech.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946911.mp3	Čelíme však velkým výzvám.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946912.mp3	Svědčí pro to několik indicií.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946913.mp3	Je držitelkou národních rekordů a rekordů Jižní Ameriky.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946915.mp3	Dále je připojen obdobný chronologický záznam Pozdější události týkající se členů Společenstva prstenu.	2	1	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946916.mp3	Je naplánována výše zmíněná výsadba nových dřevin.	2	1	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946928.mp3	Královská vojska oblehla Paříž a její pád se zdá být blízko.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946929.mp3	Ve věci jižního sousedství mám tři poznámky.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946930.mp3	Nižší rozpočtové příjmy nám brání v důsledném provádění našich politik.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946931.mp3	To je z mého pohledu politováníhodné.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946932.mp3	Toho využil Simeon k výpravě proti Byzanci.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946939.mp3	To platí ve všech oblastech.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946941.mp3	Nejedná se o vměšování do maďarských záležitostí.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946942.mp3	Bývala ale později povýšena na vévodství.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946943.mp3	Je to tudíž výhradně dvoustranná záležitost Kuby a Spojených států.	2	0	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946944.mp3	Při té příležitosti je oceněn i nejlepší srbský trenér za aktuální rok.	2	1	fourties	male		cs	
2b8bbeb31869b943b845a1c40b6c788f2ca545adae4b8452543a4925c176485927cd3caa0b13ce67be7d73f456c175972013c4071da65940e07e0db869be8d8c	common_voice_cs_25946946.mp3	Zde odehrál za tři a půl roku devadesát utkání.	2	0	fourties	male		cs	
